task,suite name,condition,prompt,completion,log_prob,prediction
144,cleft,vp_match, Who he did was hug,his friend,tensor(-9.0806),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,np_mismatch, What she did was ,the shipment,tensor(-7.5989),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,np_match, What she bought was ,the shipment,tensor(-5.7940),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,vp_mismatch, What she bought was,transport,tensor(-18.1345),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,vp_mismatch, What she bought was transport,the shipment,tensor(-8.1963),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,vp_match, What she did was,transport,tensor(-18.6480),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,vp_match, What she did was transport,the shipment,tensor(-6.6893),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,np_mismatch, What we did was ,the argument,tensor(-10.8033),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,np_match, What we won was ,the argument,tensor(-7.4547),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,vp_mismatch, What we won was,make,tensor(-17.8846),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,vp_mismatch, What we won was make,the argument,tensor(-8.1558),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,vp_match, What we did was,make,tensor(-14.0412),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,vp_match, What we did was make,the argument,tensor(-6.3414),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,np_mismatch, Who you did was ,the worker,tensor(-11.2002),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,np_match, Who you contracted was ,the worker,tensor(-9.4295),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,vp_mismatch, Who you contracted was,hire,tensor(-16.1486),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,vp_mismatch, Who you contracted was hire,the worker,tensor(-11.0989),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,vp_match, Who you did was,hire,tensor(-14.8621),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,vp_match, Who you did was hire,the worker,tensor(-10.9167),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,np_mismatch, What he did was ,a painting,tensor(-10.2597),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,np_match, What he created was ,a painting,tensor(-7.1788),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,vp_mismatch, What he created was,paint,tensor(-9.3484),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,vp_mismatch, What he created was paint,a painting,tensor(-8.0349),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,vp_match, What he did was,paint,tensor(-7.6041),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,vp_match, What he did was paint,a painting,tensor(-8.1750),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,np_mismatch, What the woman did was ,the letter,tensor(-10.0002),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,np_match, What the woman wrote was ,the letter,tensor(-5.1643),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,vp_mismatch, What the woman wrote was,mail,tensor(-17.7475),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,vp_mismatch, What the woman wrote was mail,the letter,tensor(-8.2840),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,vp_match, What the woman did was,mail,tensor(-17.7289),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,vp_match, What the woman did was mail,the letter,tensor(-7.4296),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,np_mismatch, What the maid did was ,the glass,tensor(-10.7904),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,np_match, What the maid broke was ,the glass,tensor(-3.6377),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,vp_mismatch, What the maid broke was,empty,tensor(-19.2731),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,vp_mismatch, What the maid broke was empty,the glass,tensor(-8.6031),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,vp_match, What the maid did was,empty,tensor(-19.0895),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,vp_match, What the maid did was empty,the glass,tensor(-8.4667),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,np_mismatch, Who the judge did was ,the criminal,tensor(-8.0363),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,np_match, Who the judge accused was ,the criminal,tensor(-5.0463),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,vp_mismatch, Who the judge accused was,sentence,tensor(-3.7890),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,vp_mismatch, Who the judge accused was sentence,the criminal,tensor(-7.8379),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,vp_match, Who the judge did was,sentence,tensor(-5.6201),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,vp_match, Who the judge did was sentence,the criminal,tensor(-5.3477),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
