task,suite name,condition,prompt,completion,log_prob,prediction
144,cleft,vp_match, Who he did was hug,his friend,tensor(-8.0211),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,np_mismatch, What she did was ,the shipment,tensor(-8.1175),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,np_match, What she bought was ,the shipment,tensor(-6.4842),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,vp_mismatch, What she bought was,transport,tensor(-17.8772),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,vp_mismatch, What she bought was transport,the shipment,tensor(-7.4497),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,vp_match, What she did was,transport,tensor(-19.2410),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
145,cleft,vp_match, What she did was transport,the shipment,tensor(-6.6157),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,np_mismatch, What we did was ,the argument,tensor(-11.2016),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,np_match, What we won was ,the argument,tensor(-7.1827),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,vp_mismatch, What we won was,make,tensor(-17.4920),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,vp_mismatch, What we won was make,the argument,tensor(-10.0099),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,vp_match, What we did was,make,tensor(-13.9296),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
146,cleft,vp_match, What we did was make,the argument,tensor(-6.8146),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,np_mismatch, Who you did was ,the worker,tensor(-10.2950),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,np_match, Who you contracted was ,the worker,tensor(-9.5219),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,vp_mismatch, Who you contracted was,hire,tensor(-15.4452),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,vp_mismatch, Who you contracted was hire,the worker,tensor(-8.4307),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,vp_match, Who you did was,hire,tensor(-14.8880),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
147,cleft,vp_match, Who you did was hire,the worker,tensor(-9.9506),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,np_mismatch, What he did was ,a painting,tensor(-9.7783),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,np_match, What he created was ,a painting,tensor(-7.0580),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,vp_mismatch, What he created was,paint,tensor(-13.8398),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,vp_mismatch, What he created was paint,a painting,tensor(-8.1527),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,vp_match, What he did was,paint,tensor(-11.7916),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
148,cleft,vp_match, What he did was paint,a painting,tensor(-8.2905),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,np_mismatch, What the woman did was ,the letter,tensor(-10.6417),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,np_match, What the woman wrote was ,the letter,tensor(-5.2554),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,vp_mismatch, What the woman wrote was,mail,tensor(-16.1499),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,vp_mismatch, What the woman wrote was mail,the letter,tensor(-8.2340),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,vp_match, What the woman did was,mail,tensor(-17.5720),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
149,cleft,vp_match, What the woman did was mail,the letter,tensor(-7.5385),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,np_mismatch, What the maid did was ,the glass,tensor(-12.0025),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,np_match, What the maid broke was ,the glass,tensor(-3.3858),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,vp_mismatch, What the maid broke was,empty,tensor(-15.6089),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,vp_mismatch, What the maid broke was empty,the glass,tensor(-9.0138),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,vp_match, What the maid did was,empty,tensor(-18.1655),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
150,cleft,vp_match, What the maid did was empty,the glass,tensor(-7.9994),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,np_mismatch, Who the judge did was ,the criminal,tensor(-7.4745),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,np_match, Who the judge accused was ,the criminal,tensor(-6.1692),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,vp_mismatch, Who the judge accused was,sentence,tensor(-2.8963),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,vp_mismatch, Who the judge accused was sentence,the criminal,tensor(-7.6400),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,vp_match, Who the judge did was,sentence,tensor(-5.5672),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
151,cleft,vp_match, Who the judge did was sentence,the criminal,tensor(-5.0972),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
